topic_id,term,nb_news,nb_science,nb_patent,nb_news_topic,nb_science_topic,nb_patent_topic,npmi_news,npmi_science,npmi_patent,npmi_max,npmi_min
5635068,Fuel supply,25,7,43,3567,954,13019,0.2359,0.3396,0.1205,0.3396,0.1205
5666529,Limiting value,3,1,62,735,3251,19666,0.1743,0.1241,0.1205,0.1743,0.1205
5817749,Diesel,85,26,135,77908,29174,28587,0.1205,0.2248,0.1591,0.2248,0.1205
5605328,Vehicles fleet,68,2,3,4024,872,659,0.3147,0.2475,0.1204,0.3147,0.1204
5590474,Time monitoring,41,3,131,3669,8401,45937,0.275,0.1409,0.1202,0.275,0.1202
5675062,Propulsion systems,102,8,29,12520,3796,8415,0.2705,0.2626,0.1201,0.2705,0.1201
5585968,Signalling lines,6,1,129,3426,123,45270,0.1308,0.308,0.12,0.308,0.12
5660312,Full load,17,2,16,1831,1010,4334,0.247,0.2376,0.1198,0.247,0.1198
5700438,Coupling (electronics),11,4,96,1511,16327,13652,0.2259,0.1198,0.1858,0.2259,0.1198
5678970,Chip design,76,1,5,10313,642,1179,0.258,0.2149,0.1197,0.258,0.1197
5618011,Automobile industry,83,21,7,6677,2033,1723,0.2968,0.3888,0.1196,0.3888,0.1196
5654584,Rear drives,26,1,15,1922,42,4052,0.2808,0.3688,0.1195,0.3688,0.1195
5689939,Remote operation,30,1,38,4127,1996,11503,0.241,0.1508,0.1195,0.241,0.1195
5584008,Computer control,28,1,51,2042,1582,16070,0.283,0.1646,0.1193,0.283,0.1193
5860918,Market trend,287,1,1,313412,1829,175,0.1191,0.1557,0.1264,0.1557,0.1191
5590642,Active power,8,28,34,1333,5788,10238,0.2082,0.3445,0.1189,0.3445,0.1189
5713043,Transfer (computing),44,11,23,2048,8765,6625,0.3217,0.2351,0.1188,0.3217,0.1188
5587779,System reliability,33,4,17,955,3075,4726,0.3478,0.2226,0.1186,0.3478,0.1186
5588828,Overvoltage protection,7,1,23,259,140,6648,0.3007,0.3007,0.1186,0.3007,0.1186
5895178,Satellite communications,44,1,25,8578,3084,7300,0.2222,0.1268,0.1185,0.2222,0.1185
5659282,Combustion chamber (combustion engine),10,1,23,171,236,6677,0.3559,0.2712,0.1183,0.3559,0.1183
5696623,Computer data,13,2,16,1913,1173,4451,0.2243,0.2289,0.1181,0.2289,0.1181
6403301,Power of two,22,2,20,1760,796,5727,0.271,0.2524,0.1179,0.271,0.1179
5656762,Power density,246,24,40,4036,9683,12500,0.4482,0.2951,0.1177,0.4482,0.1177
5584277,Closed loop,56,22,140,8212,18501,51240,0.2476,0.2429,0.1177,0.2476,0.1177
5696997,Digital signal processing,13,3,19,1218,9210,5435,0.2516,0.1357,0.1176,0.2516,0.1176
5731671,Lane,59,8,62,32331,9746,20569,0.1546,0.2024,0.1174,0.2024,0.1174
5589660,Power distribution networks,2,7,47,219,1360,15102,0.2159,0.3179,0.1173,0.3179,0.1173
5671719,High-performance computing,116,6,3,6522,2026,696,0.3308,0.2799,0.1171,0.3308,0.1171
5696188,Optimal control,11,13,27,960,33909,8126,0.2536,0.159,0.1171,0.2536,0.1171
5831495,Frame (networking),5,5,48,482,22038,11732,0.2357,0.1167,0.1369,0.2357,0.1167
5914328,Torque,75,10,203,14377,47768,47738,0.2318,0.1167,0.156,0.2318,0.1167
5603383,Components (electric),343,36,180,10449,3270,69423,0.4102,0.4079,0.1166,0.4102,0.1166
5822905,Electrical network,40,20,17,2110,5890,4873,0.3112,0.3113,0.1166,0.3113,0.1166
5586671,Peak load,22,6,7,975,2117,1805,0.3101,0.2772,0.1166,0.3101,0.1166
6369761,Sense data,8,3,35,659,6014,10980,0.2519,0.1607,0.1164,0.2519,0.1164
5590219,Hydraulic power,33,1,35,1651,594,10990,0.3102,0.2192,0.1163,0.3102,0.1163
5689659,System on a chip,42,2,17,2845,5475,4894,0.2958,0.1386,0.1163,0.2958,0.1163
5789926,Alternative energy,27,4,2,6676,6173,448,0.1994,0.18,0.1162,0.1994,0.1162
5675161,Voltage level,44,10,46,1438,1531,15013,0.3471,0.3398,0.1161,0.3471,0.1161
5620469,Discharge (electric),45,6,113,1743,7313,41267,0.3349,0.199,0.116,0.3349,0.116
5589714,Time delay,6,6,101,2717,19224,36388,0.144,0.1391,0.116,0.144,0.116
5712775,System safety,19,3,12,591,2879,3339,0.3307,0.205,0.1159,0.3307,0.1159
5624140,Regulation (control),58,20,309,7566,21767,124957,0.2557,0.2226,0.1158,0.2557,0.1158
5605269,Data flow,36,7,37,4243,3270,11808,0.2538,0.2615,0.1157,0.2615,0.1157
5844706,Industry 4.0,76,8,1,14259,16248,209,0.2335,0.1697,0.1156,0.2335,0.1156
5888941,Random access,8,6,92,5802,6183,33029,0.117,0.2095,0.1155,0.2095,0.1155
5700365,Modulation,2069,46,8404,110002,269334,1019709,0.4262,0.1154,0.3004,0.4262,0.1154
5629102,EMI (electromagnetic interference),44,4,8,505,734,2145,0.4189,0.3101,0.1151,0.4189,0.1151
5820942,Dump truck,8,3,20,5984,723,3415,0.1151,0.2882,0.1538,0.2882,0.1151
6384061,Voltage regulation,38,12,71,1756,9367,24801,0.3186,0.2381,0.115,0.3186,0.115
5705560,Traffic management,41,7,17,11655,4324,4990,0.1965,0.2439,0.115,0.2439,0.115
5653728,Operation parameters,7,4,80,611,8601,28407,0.2463,0.159,0.1149,0.2463,0.1149
5589653,Distributed systems,65,42,93,8364,21645,33760,0.2586,0.2878,0.1148,0.2878,0.1148
5619445,Electric appliances,20,2,146,8143,809,56032,0.1623,0.2515,0.1148,0.2515,0.1148
5845956,Intelligent transportation system,36,29,3,4726,10753,724,0.2469,0.304,0.1147,0.304,0.1147
6077631,Microgrid,12,38,23,9480,29191,4155,0.1147,0.2582,0.1519,0.2582,0.1147
5696127,Positive systems,32,10,94,6719,9558,34261,0.2123,0.221,0.1146,0.221,0.1146
5618221,Servers (data processing),34,1,55,1009,448,18781,0.3469,0.2365,0.1144,0.3469,0.1144
5921913,Warning system,59,3,119,8574,12968,16027,0.249,0.1144,0.1929,0.249,0.1144
5687927,Hybrid powertrain,100,5,3,6656,524,729,0.3156,0.3497,0.1143,0.3497,0.1143
5703449,Seat belt,41,1,15,10482,1056,4384,0.2032,0.1867,0.1143,0.2032,0.1143
5602410,Diesel oil,3,5,23,723,917,7091,0.1752,0.3144,0.1143,0.3144,0.1143
6179017,Connect (computer system),74,2,32,2091,432,10261,0.3696,0.2887,0.1142,0.3696,0.1142
5660703,Electric actuation,13,1,31,1129,478,9927,0.2564,0.2314,0.114,0.2564,0.114
5678666,Complete system,31,2,6,1424,1012,1588,0.3147,0.2375,0.1139,0.3147,0.1139
5885746,Programmable logic controller,20,1,56,1842,2473,19305,0.2602,0.1388,0.1139,0.2602,0.1139
6236247,Accelerant,141,8,145,106221,39100,46965,0.1395,0.1137,0.127,0.1395,0.1137
5884202,Power factor,35,21,37,2344,17932,12174,0.2925,0.2412,0.1136,0.2925,0.1136
5787162,AC power,65,18,61,2787,24787,21415,0.3362,0.2054,0.1134,0.3362,0.1134
6058309,Serial communication,7,11,80,676,1569,29035,0.2402,0.3464,0.1134,0.3464,0.1134
5693560,Bus stations,3,1,27,2067,359,2760,0.1133,0.2479,0.1921,0.2479,0.1133
5703064,Engine,872,68,845,618631,275388,396269,0.167,0.1455,0.113,0.167,0.113
5699106,Power MOSFET,40,1,4,1219,1956,1027,0.3495,0.1519,0.1128,0.3495,0.1128
5589033,Keying (modulation),327,1,302,8815,3918,24745,0.4182,0.1127,0.2502,0.4182,0.1127
5871168,Network,658,272,1030,827975,810430,495968,0.1141,0.1881,0.1126,0.1881,0.1126
5696612,Internet access,26,2,17,22524,7979,5186,0.1145,0.1162,0.1125,0.1162,0.1125
5823038,Electric utility,81,2,17,8165,1320,5192,0.2801,0.2221,0.1124,0.2801,0.1124
5631233,Control design,23,8,9,2098,16881,2563,0.263,0.1673,0.1122,0.263,0.1122
5908991,System requirements,61,18,9,6122,6305,2568,0.2744,0.2978,0.112,0.2978,0.112
5616364,Pressure control,9,3,86,1584,5509,32108,0.2063,0.166,0.112,0.2063,0.112
5717390,Voltage source,7,14,52,2276,10115,18285,0.1654,0.2451,0.112,0.2451,0.112
5586973,Plugs (electric),171,11,93,12458,2731,35264,0.3226,0.3102,0.1118,0.3226,0.1118
5645749,Renewable energy sources,108,37,11,12037,11900,3235,0.2784,0.3188,0.1118,0.3188,0.1118
5721736,Information exchange,9,2,23,2653,8601,5515,0.1757,0.1118,0.1313,0.1757,0.1118
5815271,Data (computing),232,21,348,35148,31005,150375,0.2707,0.2031,0.1116,0.2707,0.1116
6099406,Full Powers,41,1,7,3925,507,1962,0.2704,0.2281,0.1114,0.2704,0.1114
5664005,Grids (power systems),118,52,21,3643,4946,6730,0.3763,0.4161,0.1109,0.4161,0.1109
5827582,Failure rate,21,5,66,2613,8614,24247,0.2416,0.1762,0.1109,0.2416,0.1109
5660826,Transmission ratio,4,2,24,78,421,7839,0.3273,0.2901,0.1108,0.3273,0.1108
5580835,Power failure,25,2,72,1944,394,26776,0.275,0.2936,0.1108,0.2936,0.1108
5913235,Time control,19,10,79,1585,4984,29721,0.2654,0.2632,0.1108,0.2654,0.1108
5589051,Battery operation,30,2,10,3771,1138,2945,0.2466,0.2306,0.1108,0.2466,0.1108
5687169,Energy conversion,39,15,63,3775,13650,23096,0.2688,0.2303,0.1107,0.2688,0.1107
5841821,Human error,29,2,12,7588,5378,3622,0.1968,0.1396,0.1107,0.1968,0.1107
5878476,Parking lot,89,4,46,29591,2962,16259,0.1946,0.2248,0.1107,0.2248,0.1107
5733807,Gasoline engines,45,5,20,4257,1747,6403,0.2728,0.2742,0.1106,0.2742,0.1106
6115974,Station (networking),58,7,73,6975,4844,27310,0.261,0.2369,0.1105,0.261,0.1105
5652707,Operational data,19,5,61,3428,2860,22341,0.2148,0.2433,0.1105,0.2433,0.1105
5690813,Selectivity (electronic),22,5,35,1840,4412,12001,0.268,0.2179,0.1104,0.268,0.1104
5698041,Operating point,18,6,17,573,5267,5361,0.3281,0.221,0.1103,0.3281,0.1103
5846194,Interference (communication),10,3,55,460,13886,11095,0.2925,0.1103,0.1522,0.2925,0.1103
5585974,Signal processors,22,1,53,3111,799,19150,0.2346,0.2032,0.1103,0.2346,0.1103
5593353,Transmission of power,47,3,21,947,359,6802,0.3814,0.3304,0.1102,0.3814,0.1102
5587910,Automatic testing,11,4,42,466,772,14765,0.2993,0.3072,0.1102,0.3072,0.1102
5794419,Unit,2359,82,1930,539595,253288,1024172,0.2919,0.1687,0.11,0.2919,0.11
5734480,Uninterruptible power supply,28,1,20,3189,864,6477,0.2517,0.1992,0.1098,0.2517,0.1098
5730882,Supply network,6,3,22,1405,2535,7235,0.1843,0.2138,0.1098,0.2138,0.1098
5652469,Operator (data processing),78,3,102,3371,2986,40300,0.3406,0.2028,0.1097,0.3406,0.1097
5734196,Valve timing,28,3,10,1147,526,3009,0.3202,0.3077,0.1095,0.3202,0.1095
5704313,Robot control,9,2,40,1917,8949,13343,0.1946,0.1095,0.1133,0.1946,0.1095
5879330,Peak demand,95,3,1,2733,2404,233,0.3754,0.2167,0.1094,0.3754,0.1094
5700032,Local area network,8,2,62,1380,4046,23171,0.2061,0.1561,0.1093,0.2061,0.1093
5822906,Electrical parameters,6,2,22,123,2219,7293,0.3324,0.1914,0.1092,0.3324,0.1092
5906675,Stroke (engine),10,6,15,1601,3035,4747,0.2139,0.2542,0.1092,0.2542,0.1092
5599494,Bridges (electric),8,2,27,902,513,9177,0.2327,0.2774,0.109,0.2774,0.109
5822904,Electrical mobility,137,9,2,6541,893,509,0.347,0.3662,0.1087,0.3662,0.1087
5810718,Condition monitoring,15,4,16,4825,10063,5143,0.1742,0.1495,0.1087,0.1742,0.1087
5639862,Battery capacity,141,8,20,7050,1153,6606,0.3443,0.3388,0.1086,0.3443,0.1086
5728278,Renewable energy,593,88,29,157648,103185,9999,0.2458,0.2419,0.1086,0.2458,0.1086
5804741,Cellular network,68,9,24,4390,18974,8120,0.3088,0.1685,0.1085,0.3088,0.1085
5791295,Anomaly detection,14,14,24,3110,20362,8124,0.1975,0.1987,0.1085,0.1987,0.1085
6345240,Starter,27,3,24,8040,5611,8117,0.188,0.1648,0.1085,0.188,0.1085
5635668,Chip,268,8,423,181932,42481,188985,0.1548,0.1085,0.1104,0.1548,0.1085
5587225,Balancing (wheel),11,1,31,1220,537,10815,0.2386,0.2248,0.1084,0.2386,0.1084
5632138,Mechanical transmissions,1,2,42,100,580,15187,0.2126,0.2702,0.1083,0.2702,0.1083
5698118,Terminal (electronics),30,2,67,1203,9037,25729,0.3231,0.109,0.1081,0.3231,0.1081
6079986,Power car,90,5,2,8257,102,515,0.2888,0.4503,0.108,0.4503,0.108
5587505,Power (performance),435,41,163,25315,22663,67629,0.3642,0.2823,0.1079,0.3642,0.1079
5663957,Performance (power),435,41,163,25315,22663,67629,0.3642,0.2823,0.1079,0.3642,0.1079
5888565,Radio networks,9,3,20,2182,7065,6707,0.1868,0.151,0.1076,0.1868,0.1076
5796593,Battery charger,43,5,13,5828,1691,4161,0.2482,0.2762,0.1075,0.2762,0.1075
5782952,Electric power generation,11,1,22,2133,1180,7497,0.203,0.1805,0.1075,0.203,0.1075
5739076,Electrolytic capacitor,8,1,28,3418,1288,9786,0.15,0.1756,0.1075,0.1756,0.1075
5825537,Error code,28,1,8,4558,118,2438,0.2274,0.3103,0.1071,0.3103,0.1071
5686411,Power converter,74,31,61,1523,4613,23558,0.3921,0.3687,0.107,0.3921,0.107
5915411,Transmission line,61,30,154,8007,22634,64226,0.2562,0.2552,0.107,0.2562,0.107
5597929,Signal detection,3,1,109,712,4340,28530,0.1761,0.107,0.1402,0.1761,0.107
5766808,Peripheral device,9,2,22,535,130,7623,0.2746,0.358,0.1064,0.358,0.1064
5595588,Density (power),280,26,46,6053,14728,17389,0.4298,0.272,0.1063,0.4298,0.1063
5653821,Power transfer,47,21,33,1926,10374,11985,0.3319,0.2771,0.1062,0.3319,0.1062
5663920,Car engines,49,2,3,2681,491,837,0.3128,0.2799,0.106,0.3128,0.106
5717700,Hall effect,21,2,10,2805,9533,2379,0.2373,0.1059,0.1245,0.2373,0.1059
5866110,Mobile phone,127,6,294,74936,32279,127074,0.1585,0.1059,0.1098,0.1585,0.1059
5923964,Wind speed,11,8,66,4624,36096,26174,0.1541,0.1187,0.1058,0.1541,0.1058
5822740,Electrical circuits,33,4,38,2170,2740,14146,0.2925,0.2293,0.1057,0.2925,0.1057
5690827,Constant current,9,4,66,1536,3743,26225,0.2083,0.2099,0.1057,0.2099,0.1057
5885406,Process control,34,3,64,7143,15045,20850,0.2131,0.1056,0.1189,0.2131,0.1056
5712776,System under test,39,10,43,3567,5332,16379,0.2727,0.2588,0.1051,0.2727,0.1051
5605426,Data networks,17,1,27,3407,2223,9758,0.2065,0.1447,0.1051,0.2065,0.1051
5702187,Sensor,372,61,865,260759,306006,443417,0.1564,0.1288,0.1051,0.1564,0.1051
5583375,Power sources,187,18,440,18317,8246,210244,0.3001,0.2793,0.105,0.3001,0.105
6297978,Mode,122,22,366,36856,79296,171925,0.2062,0.144,0.1049,0.2062,0.1049
5660758,Subsystem,4,2,76,3280,4061,15502,0.1049,0.1559,0.155,0.1559,0.1049
5665568,Primary side,7,1,38,253,384,14373,0.302,0.2444,0.1047,0.302,0.1047
5634570,Energy requirement,46,6,14,3699,4759,4722,0.2845,0.2268,0.1047,0.2845,0.1047
5905975,Storage systems,227,35,145,33647,22154,61836,0.274,0.2697,0.1047,0.274,0.1047
6133546,Research Development,51,2,6,33091,9749,1326,0.14,0.1046,0.1253,0.14,0.1046
5817358,Device-to-device,10,2,19,294,2499,6661,0.3211,0.1845,0.1044,0.3211,0.1044
5587041,Control voltage,34,2,28,379,475,10280,0.4132,0.2819,0.1043,0.4132,0.1043
5590204,Activating (starting),19,1,15,8382,4550,4400,0.1564,0.1043,0.1141,0.1564,0.1043
5667809,Starting (activating),19,1,15,8382,4550,4400,0.1564,0.1043,0.1141,0.1564,0.1043
6075397,Safety standards,106,3,6,9588,2823,1865,0.2932,0.2062,0.1041,0.2932,0.1041
6076754,Integrable system,53,5,33,6102,13624,12397,0.2623,0.1467,0.1041,0.2623,0.1041
5651379,Machine control,17,3,52,1377,547,20649,0.2654,0.3055,0.104,0.3055,0.104
5696045,Automatic control,9,8,271,803,7509,124477,0.2488,0.219,0.104,0.2488,0.104
5894317,Safety,361,33,492,248982,221306,211141,0.1574,0.1039,0.1153,0.1574,0.1039
5650399,Voltage profiles,3,26,1,76,1661,258,0.3067,0.423,0.1037,0.423,0.1037
5914869,Traffic congestion,44,14,7,5961,9404,2222,0.2485,0.2497,0.1037,0.2497,0.1037
5588431,Topology,10,18,55,9280,69035,13082,0.1036,0.1361,0.1402,0.1402,0.1036
5660417,Traffic information,16,3,16,1247,819,5627,0.2669,0.2808,0.103,0.2808,0.103
5663642,Rotating angle,1,1,125,439,2058,53622,0.1314,0.149,0.103,0.149,0.103
5726523,Ride quality,44,1,2,2072,692,564,0.3209,0.2108,0.1028,0.3209,0.1028
5664855,Secondary side,10,1,41,312,497,16181,0.3176,0.2292,0.1025,0.3176,0.1025
5660289,Vibration sensors,7,2,38,1446,1055,14874,0.1934,0.235,0.1025,0.235,0.1025
5713090,Access control,40,5,103,17578,14882,43661,0.165,0.1415,0.1025,0.165,0.1025
6233967,Constant voltage,4,1,35,340,1090,13591,0.2397,0.1849,0.1024,0.2397,0.1024
5732426,Off-roading,196,3,8,27908,1355,2637,0.2737,0.2504,0.1023,0.2737,0.1023
5599502,Exhaust emission,31,5,18,1199,2335,6501,0.3263,0.2559,0.1022,0.3263,0.1022
5738479,Electric charge,60,4,44,5427,5414,17636,0.2813,0.1876,0.1022,0.2813,0.1022
5728915,Data collection,168,34,193,40016,235204,69052,0.2302,0.1022,0.1226,0.2302,0.1022
5592227,Reliability (performance),219,12,111,10258,9717,47673,0.3612,0.2359,0.102,0.3612,0.102
5586548,Output signal,4,1,166,1565,1768,74295,0.1489,0.159,0.102,0.159,0.102
5712345,Modularity,27,13,181,28480,35257,81875,0.1023,0.1565,0.102,0.1565,0.102
5782984,Energy sources,232,47,72,29611,24575,29691,0.285,0.2891,0.1017,0.2891,0.1017
5924170,Wireless network,54,12,135,15363,34103,59390,0.2001,0.1528,0.1017,0.2001,0.1017
5614161,Actuators (motor),19,6,58,1622,948,23467,0.2639,0.3275,0.1015,0.3275,0.1015
5725689,Electric buses,113,3,1,7331,647,269,0.3202,0.2962,0.1014,0.3202,0.1014
5909035,Systems of units,14,1,19,2291,853,7048,0.2169,0.1998,0.1009,0.2169,0.1009
5659611,Power losses,105,39,28,2271,6011,10888,0.3987,0.3722,0.1007,0.3987,0.1007
5838764,Headlamp,3,3,67,2571,358,7352,0.1007,0.3306,0.1998,0.3306,0.1007
5592897,Conversational systems,20,10,26,1285,4492,10053,0.2846,0.2716,0.1006,0.2846,0.1006
6240686,Repair shop,44,1,1,2515,198,273,0.3077,0.2819,0.1005,0.3077,0.1005
5645228,Plan (schedule),19,1,10,8191,3114,3480,0.1579,0.1263,0.1005,0.1579,0.1005
5598988,Schedule (plan),19,1,10,8191,3114,3480,0.1579,0.1263,0.1005,0.1579,0.1005
5728908,Data access,35,4,32,7035,6992,12765,0.2165,0.1731,0.1001,0.2165,0.1001
5794834,Automatic transmission,195,4,28,17218,877,11017,0.309,0.3001,0.1,0.309,0.1
6395552,The Thing,184,10,156,160992,25477,71131,0.1311,0.1576,0.1,0.1576,0.1
6325823,Solar wind,26,5,1,3769,7679,276,0.2356,0.1827,0.0999,0.2356,0.0999
5693252,Hydrogen storage,13,5,18,4336,10297,6744,0.1703,0.1638,0.0999,0.1703,0.0999
5692173,Propulsion,40,11,32,20144,14619,12809,0.156,0.2011,0.0999,0.2011,0.0999
5625775,Temperature sensors,38,6,424,10433,6254,214523,0.1974,0.2088,0.0998,0.2088,0.0998
5902165,Software developer,192,7,19,47382,11468,7198,0.2298,0.183,0.0996,0.2298,0.0996
6114390,Electricity pricing,47,1,8,4873,3591,2763,0.2673,0.1191,0.0995,0.2673,0.0995
5823835,Embedded software,50,4,3,1996,1444,937,0.3351,0.2686,0.0994,0.3351,0.0994
5630847,Headlights,33,3,16,7911,399,5968,0.2041,0.3241,0.0994,0.3241,0.0994
5693136,Energy transfer,17,7,20,11786,18203,7657,0.1256,0.1528,0.0993,0.1528,0.0993
5726172,Permanent magnet synchronous motor,18,7,21,951,6047,8098,0.2945,0.2239,0.0992,0.2945,0.0992
5919766,Vehicle frame,3,2,53,118,141,21975,0.2808,0.3532,0.0991,0.3532,0.0991
6392349,Park,98,9,288,121675,18394,70870,0.099,0.1705,0.1567,0.1705,0.099
5651956,Oil supply,10,1,48,5278,677,19816,0.1397,0.212,0.0988,0.212,0.0988
5665068,Operation mode,22,20,144,1431,7791,66490,0.2855,0.2931,0.0984,0.2931,0.0984
5676207,Transport (traffic),23,4,9,4246,3563,3218,0.2162,0.2144,0.0982,0.2162,0.0982
5602444,Direct injection,44,5,18,3488,3712,6961,0.2846,0.2277,0.098,0.2846,0.098
5658207,Lithium batteries,63,1,189,15222,5097,68362,0.2129,0.098,0.1216,0.2129,0.098
5732427,Rolling stock,36,3,5,9040,2083,1689,0.2023,0.2248,0.0979,0.2248,0.0979
5624920,Low current,19,2,10,1203,1284,3642,0.2842,0.2236,0.0978,0.2842,0.0978
5823407,Electronics engineers,37,10,4,5537,1209,1324,0.2375,0.355,0.0977,0.355,0.0977
6211774,Carbon footprint,171,4,2,28453,9727,621,0.2575,0.1516,0.0973,0.2575,0.0973
5698371,Output,81,8,577,70362,51140,232171,0.1239,0.0973,0.1227,0.1239,0.0973
5581950,Passive component,36,4,5,1993,681,1708,0.3053,0.3145,0.0972,0.3145,0.0972
5907573,Supercharger,21,2,20,12776,866,7965,0.1362,0.2479,0.0969,0.2479,0.0969
5885527,Product design,56,2,15,18168,11174,5044,0.1898,0.0968,0.1054,0.1898,0.0968
5631982,Working temperature,8,1,28,335,1029,11298,0.2939,0.1881,0.0966,0.2939,0.0966
5726131,DC motor,27,11,17,4779,8452,6700,0.2212,0.2373,0.0965,0.2373,0.0965
5698267,Firmware,8,5,18,8170,2331,6320,0.0964,0.256,0.1039,0.256,0.0964
5641305,Information (message),16,5,119,5069,3137,55421,0.1759,0.2377,0.0963,0.2377,0.0963
5675724,Energy generation,80,10,53,11991,7375,22865,0.251,0.2383,0.0962,0.251,0.0962
5605302,Data format,12,2,19,1774,1302,7613,0.2229,0.2228,0.0962,0.2229,0.0962
5675105,Sources of power,56,4,29,3524,1438,11831,0.3063,0.2689,0.096,0.3063,0.096
5698824,Secure communication,45,5,18,3707,5392,7195,0.2824,0.204,0.096,0.2824,0.096
5908441,Switch,170,15,849,182015,104800,394241,0.1158,0.096,0.114,0.1158,0.096
5663581,Renewable energy systems,39,4,1,2068,3371,298,0.3104,0.2175,0.0957,0.3104,0.0957
5645036,Path planning,18,2,38,872,11419,10433,0.3,0.0956,0.1263,0.3,0.0956
5676015,Intelligent terminals,1,1,66,115,250,29285,0.2051,0.268,0.0956,0.268,0.0956
5634569,Energy demand,79,11,4,7875,8819,1388,0.2804,0.2347,0.095,0.2804,0.095
5586924,Power lines,83,8,134,15264,4933,64552,0.2367,0.246,0.0945,0.246,0.0945
5594111,Storage technology,43,6,6,11448,2666,2194,0.2012,0.2639,0.0945,0.2639,0.0945
6326222,Intersection,10,3,24,8573,18061,9836,0.1084,0.095,0.0945,0.1084,0.0945
5650115,Remote monitoring,37,1,129,8697,5464,32425,0.2069,0.0942,0.1452,0.2069,0.0942
5723548,Airbag,42,1,33,17820,715,14003,0.1678,0.209,0.0941,0.209,0.0941
5747159,Effectiveness (powerfulness),125,29,176,11979,23466,87788,0.2925,0.2501,0.094,0.2925,0.094
5891158,Research and development,313,17,46,89194,43142,20190,0.2286,0.1634,0.094,0.2286,0.094
5911071,Test Track,38,2,1,3406,331,308,0.2731,0.3033,0.0939,0.3033,0.0939
5687283,Transfer case,22,1,10,2344,182,3904,0.2522,0.2863,0.0937,0.2863,0.0937
5683986,Communication channels,24,7,52,5113,5420,23173,0.2074,0.2302,0.0937,0.2302,0.0937
5866045,Mobility,366,33,571,493526,220057,318739,0.103,0.1043,0.0937,0.1043,0.0937
5580619,Communication networks,78,22,156,6406,9710,77233,0.2941,0.2873,0.0935,0.2941,0.0935
5891181,Research projects,48,5,1,30289,19463,312,0.1414,0.1243,0.0932,0.1414,0.0932
5908738,Systemic Development,83,12,7,7757,13314,2660,0.2859,0.2142,0.0931,0.2859,0.0931
6230960,Integral,324,59,707,120443,189854,407267,0.206,0.1619,0.093,0.206,0.093
5844591,Industrial automation,118,3,10,15045,1280,3969,0.2708,0.2551,0.0928,0.2708,0.0928
5658440,Display systems,16,1,81,5425,1405,38056,0.1715,0.1709,0.0928,0.1715,0.0928
5699255,Industrial Internet,32,5,7,14639,2902,2689,0.1596,0.2424,0.0925,0.2424,0.0925
6341016,Work (electrical),240,19,146,14794,140099,51537,0.3429,0.0924,0.1208,0.3429,0.0924
5589466,Traffic jam,68,4,9,11061,1167,3554,0.2418,0.2813,0.0924,0.2813,0.0924
5596406,Level controllers,11,8,33,1188,2391,14419,0.2402,0.2922,0.092,0.2922,0.092
6120578,Mechanism (engineering),103,7,65,29413,26915,30364,0.2094,0.1279,0.0917,0.2094,0.0917
5815909,Debugging,4,1,31,3973,5721,12421,0.094,0.0917,0.0996,0.0996,0.0917
5660602,Connectors (electric),68,3,145,2787,332,73022,0.3405,0.3366,0.0916,0.3405,0.0916
5680936,Air conditioning systems,29,1,64,5022,3582,30026,0.2237,0.1192,0.0913,0.2237,0.0913
6059035,Forklift,7,2,40,7729,509,12536,0.0912,0.2778,0.1175,0.2778,0.0912
5611760,Range (distance),30,2,40,1679,2706,18060,0.3009,0.18,0.0909,0.3009,0.0909
5734474,Circuit breaker,44,3,125,12371,6607,62685,0.1981,0.155,0.0909,0.1981,0.0909
5705986,Oil pressure,31,1,39,908,367,17589,0.3455,0.2468,0.0908,0.3455,0.0908
5898738,Short circuit,137,24,171,7475,14338,88319,0.3371,0.2671,0.0908,0.3371,0.0908
5902464,Solar power,192,11,60,63247,15500,28209,0.2068,0.1974,0.0907,0.2068,0.0907
5727088,Staging (data),14,3,24,4985,15296,10394,0.1669,0.1046,0.0907,0.1669,0.0907
5583191,Processors,80,4,152,46188,11683,77717,0.1548,0.1407,0.0907,0.1548,0.0907
5676597,Emission control,33,1,18,5790,2002,7611,0.2248,0.1506,0.0905,0.2248,0.0905
5627058,System components,45,4,16,3194,2718,6695,0.2942,0.2298,0.0904,0.2942,0.0904
5589659,Distribution networks,81,40,67,9033,22782,31925,0.2729,0.2797,0.0904,0.2797,0.0904
5845750,Integrated design,16,1,38,1129,3058,17288,0.2746,0.1273,0.0901,0.2746,0.0901
5687053,Turbocharger,16,3,20,13330,4703,8576,0.1134,0.1762,0.0901,0.1762,0.0901
6241191,Cellular,24,4,74,12507,27056,17302,0.1484,0.09,0.1445,0.1484,0.09
5652708,Operational information,1,1,41,674,599,18803,0.1076,0.2187,0.09,0.2187,0.09
5664501,Variable transmission,15,3,18,3598,734,7682,0.1936,0.2873,0.0898,0.2873,0.0898
6395668,Cruise,21,6,26,25782,4343,3521,0.0898,0.2321,0.1722,0.2321,0.0898
5711708,Strategy,347,63,43,548059,408055,13702,0.0898,0.1112,0.117,0.117,0.0898
5697996,Electronic circuit,51,13,40,3450,31431,18378,0.2997,0.1638,0.0897,0.2997,0.0897
5894662,Sampling (signal processing),11,4,16,691,14553,6766,0.275,0.1268,0.0897,0.275,0.0897
6239264,Alternator,47,7,119,46774,50449,33112,0.1101,0.0897,0.1365,0.1365,0.0897
